lastfm_url,track,artist,seeds,number_of_emotion_tags,valence_tags,arousal_tags,dominance_tags,mbid,spotify_id,genre
https://www.last.fm/music/eminem/_/%2527till%2bi%2bcollapse,'Till I Collapse,Eminem,['aggressive'],6,4.55,5.273124999999999,5.690625,cab93def-26c5-4fb0-bedd-26ec4c1619e1,4xkOaSrkexMciUUogZKVTS,rap
https://www.last.fm/music/metallica/_/st.%2banger,St. Anger,Metallica,['aggressive'],8,3.71,5.832999999999999,5.427250000000002,727a2529-7ee8-4860-aef6-7959884895cb,3fOc9x06lKJBhz435mInlH,metal
https://www.last.fm/music/rick%2bross/_/speedin%2527,Speedin',Rick Ross,['aggressive'],1,3.08,5.87,5.49,,3Y96xd4Ce0J47dcalLrEC8,rap
https://www.last.fm/music/m.i.a./_/bamboo%2bbanga,Bamboo Banga,M.I.A.,"['aggressive', 'fun', 'sexy', 'energetic']",13,6.555071428571428,5.5372142857142865,5.691357142857143,99dd2c8c-e7c1-413e-8ea4-4497a00ffa18,6tqFC1DIOphJkCwrjVzPmg,hip-hop
https://www.last.fm/music/dope/_/die%2bmf%2bdie,Die MF Die,Dope,['aggressive'],7,3.771176470588235,5.348235294117648,5.441764705882353,b9eb3484-5e0e-4690-ab5a-ca91937032a5,5bU4KX47KqtDKKaLM4QCzh,metal
https://www.last.fm/music/drowning%2bpool/_/step%2bup,Step Up,Drowning Pool,['aggressive'],9,2.9713888888888893,5.537499999999999,4.72638888888889,49e7b4d2-3772-4301-ba25-3cc46ceb342e,4Q1w4Ryyi8KNxxaFlOQClK,metal
https://www.last.fm/music/kanye%2bwest/_/feedback,Feedback,Kanye West,['aggressive'],1,3.08,5.87,5.49,,49fT6owWuknekShh9utsjv,hip-hop
https://www.last.fm/music/deftones/_/7%2bwords,7 Words,Deftones,"['aggressive', 'angry']",10,3.8071212121212117,5.473939393939394,4.7290909090909095,1a826083-5585-445f-a708-415dc90aa050,6DoXuH326aAYEN8CnlLmhP,nu metal
https://www.last.fm/music/fiona%2bapple/_/limp,Limp,Fiona Apple,"['aggressive', 'angry', 'bitter']",20,3.7372108843537424,5.610204081632652,4.626734693877551,4435982c-b83e-4daa-af2b-9f3430036bb7,104YdibC7VQy78xAVmgRYr,singer-songwriter
https://www.last.fm/music/metallica/_/sweet%2bamber,Sweet Amber,Metallica,['aggressive'],4,3.5827586206896553,5.757241379310345,5.340000000000002,fe1cc051-faa7-4953-b331-f6196cd3ddae,5fU6qjmD38P90BMsuqpiuU,metal
https://www.last.fm/music/black%2bflag/_/depression,Depression,Black Flag,['aggressive'],9,3.2594444444444446,5.203055555555556,4.422777777777778,585398ed-1275-4579-9451-e8dd7db9d59c,1qxkzHlZBXFv5HfyYqJ8cy,punk
https://www.last.fm/music/pendulum/_/comprachicos,Comprachicos,Pendulum,"['aggressive', 'epic']",4,5.754166666666667,5.565333333333333,5.8365,a3c325ce-fac4-42b9-85da-b3c9e0f243af,2ZIJUwprFZrAaZCRKYfAno,industrial
https://www.last.fm/music/deftones/_/when%2bgirls%2btelephone%2bboys,When Girls Telephone Boys,Deftones,"['aggressive', 'angry', 'driving', 'energetic']",8,3.9107407407407404,4.915555555555556,4.631851851851851,3bc2c1a9-43bc-45b2-87fc-4313eb2534fe,6xK3sBdRm99g9T8Ov0gjdF,metal
https://www.last.fm/music/kanye%2bwest/_/two%2bwords,Two Words,Kanye West,"['aggressive', 'energetic']",3,4.564285714285714,5.13,4.8428571428571425,f6cc8417-e590-494c-aba9-e3cbc536442d,62wtttQzoIA9HnNmGVd9Yq,hip-hop
https://www.last.fm/music/black%2bflag/_/what%2bi%2bsee,What I See,Black Flag,"['aggressive', 'angry']",7,3.2054761904761904,5.0269047619047615,4.584761904761905,8050e7e7-2c7a-4390-bf77-eaedf293c626,3DaC3oRpGInTU0x8DvdSGp,punk
https://www.last.fm/music/lamb%2bof%2bgod/_/requiem,Requiem,Lamb of God,['aggressive'],2,2.9699999999999998,5.935999999999999,5.2139999999999995,23b46286-3b27-431b-8943-9be9d37836f9,0DxYrFOfiFShTbO2XdFpBX,metalcore
https://www.last.fm/music/black%2bflag/_/room%2b13,Room 13,Black Flag,"['aggressive', 'angry']",8,3.2849999999999997,5.2972222222222225,4.716296296296297,b83fe0b7-d40d-4e77-9b2b-606d36e4a391,7EZlzu01NzbR1jWEIDSk5T,punk
https://www.last.fm/music/mystikal/_/shake%2bya%2bass,Shake Ya Ass,Mystikal,['aggressive'],11,5.680882352941175,5.751911764705882,5.930882352941175,bf2761fe-8b4d-4cc8-bdea-0ccda7c3fed1,1jRzdY7oUBOhrylNtiMtBD,hip-hop
